function,file,line,package,verdict,design_score,test_score,quality_score,test_quality,tests_executing,direct_tests,cov_all_pct,mutants_killed,mutants_total,trivial,verified,top_issue
mayFallBack,internal/cli/bmcpower.go,558,internal/cli,good,5,4,9,strong,4,TestBMCOrderIsCheckedAndFallsBack TestBMCActionThatReachedTheProcessorIsNotSentAgain TestAChangedCertificateIsOneFailureInEveryCommand TestBMCInterruptedResetIsReportedAsUnknown,100.0,4,6,False,,
bmcPlan.runRedfish,internal/cli/bmcpower.go,576,internal/cli,nit,4,3,7,adequate,6,TestBMCInterruptedResetIsReportedAsUnknown TestAPanicOnOneProcessorFailsOnlyThatNode TestAChangedCertificateIsOneFailureInEveryCommand,65.4,5,8,False,,"resetTypeFor is checked after clients are built, and its per-node failure rows copy the construction in L585-587. The branch cannot be reached, since CheckAction ran first."
bmcPlan.runIPMI,internal/cli/bmcpower.go,616,internal/cli,nit,4,2,6,weak,14,TestBMCPowerGroupsTheSetByAccount TestBMCPowerOverIPMIReportsEveryNode TestBMCPowerUsesTheInventoryAddress TestBMCInterruptInFlightExits130,66.7,3,8,False,,"The 'changes' condition is spelled out four times, and the function mixes grouping, per-account sending and row assembly in one body."
batched,internal/cli/bmcpower.go,700,internal/cli,good,5,4,9,strong,17,TestBMCPowerCycleIsBatched TestBMCPowerOnReportsEveryBatch,100.0,,,True,,
runPower,internal/cli/bmcpower.go,711,internal/cli,bug,2,4,6,strong,17,TestBMCPowerCycleIsBatched TestBMCPowerOnReportsEveryBatch,92.9,5,7,False,upheld,"bmc power on --ipmi --batch 3 -n exe[1-10], with SIGINT during batch 1: exe[1-3] read 'outcome unknown'. But exe[4-10] get outcomeNotTried, state 'not tried' and error 'not tried: an earlier batch failed', and the summary says '7 not tried', although no batch failed."
newBootCommand,internal/cli/boot.go,26,internal/cli,good,5,4,9,strong,339,,100.0,,,True,,
nodeAddress,internal/cli/boot.go,52,internal/cli,good,5,4,9,strong,34,TestBootAddressesAreCheckedBeforeAnythingIsSent TestBootSetIgnoresACommentThatNamesTheNode TestBootSetTakesTheAddressOfTheNodesOwnDeclaration,87.5,5,7,False,,"The not-an-IP refusal never runs. The cases written for it ('10.0.2.2/24', '../../etc/x', a DHCP host name) are refused earlier by the inventory loader or dhcp.BootAddress, so deleting this guard would pass every test."
nodeAddresses,internal/cli/boot.go,86,internal/cli,bug,2,2,4,weak,29,TestBootAddressesAreCheckedBeforeAnythingIsSent,88.9,3,6,False,upheld,"Verified: dhcpd.conf gives exe0005 and exe0006 the fixed-address 10.0.9.1, and neither is in the inventory. `boot set -n exe0005 -y` succeeds and links 10.0.9.1, which arms exe0006 as well. The doc says such a set is refused."
sharedAddress,internal/cli/boot.go,114,internal/cli,nit,4,0,4,none,0,,0.0,,,True,,"The name does not say it builds an error. With three same-typed parameters, a caller could swap the address and a node name unnoticed."
pxeRole,internal/cli/boot.go,121,internal/cli,good,5,3,8,adequate,35,,75.0,1,2,False,,
pxeRoot,internal/cli/boot.go,131,internal/cli,good,5,3,8,adequate,32,,66.7,,,True,,
resolveBootLinks,internal/cli/boot.go,162,internal/cli,good,5,4,9,strong,27,TestBootSetUsesTheClusterRules TestBootSetHonoursAStaticRule TestBootSetPersistentNeedsAStaticSuffix,95.2,7,8,False,,
linkName,internal/cli/boot.go,197,internal/cli,good,5,4,9,strong,15,TestBootSetPersistentNeedsAStaticSuffix TestBootSetUsesTheClusterRules,100.0,1,1,False,,
describeBootLinks,internal/cli/boot.go,208,internal/cli,good,5,4,9,strong,22,TestBootSetPreviewListsEveryPath TestReinstallPreviewListsEveryBootPath,100.0,2,2,False,,
checkBootLinks,internal/cli/boot.go,241,internal/cli,good,5,3,8,adequate,24,TestBootSetRefusesAMissingBootPath TestBootSetDryRunChecksThePXEHost TestBootSetRefusesOverAPersistentLink,93.9,5,8,False,,
readBootLinks,internal/cli/boot.go,301,internal/cli,good,5,3,8,adequate,11,TestBootStatusReadsTheLinksOnce TestBootStatusShowsThePersistentLink,100.0,3,3,False,,"The pxeHost fake answers any `find` itself and ignores its flags, and the other tests return canned stdout. A regression in -maxdepth, -type l or the -printf format would break real hosts and pass every test."
writeBootLinks,internal/cli/boot.go,351,internal/cli,good,5,4,9,strong,15,TestBootSetAndUnsetReportEachNode TestBootSetUsesTheClusterRules,100.0,1,1,False,,
removeBootLinks,internal/cli/boot.go,362,internal/cli,good,5,4,9,strong,5,TestBootUnsetRemovesThePersistentLink TestBootSetAndUnsetReportEachNode,100.0,2,2,False,,
runLinkScript,internal/cli/boot.go,376,internal/cli,nit,4,3,7,adequate,16,TestBootSetAndUnsetReportEachNode,83.3,5,8,False,,"The only helper here without a doc comment, and it carries the least obvious contract: the ok/fail line format, 'unknown' as the default, and when runErr is kept or dropped."
fold,internal/cli/boot.go,432,internal/cli,good,5,3,8,adequate,16,,100.0,,,False,,
newBootStatusCommand,internal/cli/boot.go,440,internal/cli,rework,3,3,6,adequate,339,TestBootStatusShowsThePersistentLink TestBootStatusReadsTheLinksOnce TestBootStatusReportsUnknownNodes,78.2,4,8,False,upheld,"Verified: `boot status` with six links printed its rows in different orders on consecutive runs, because it ranges over a Go map. The NODE column is always empty, although the inventory could map addresses to nodes. The help text does not describe this mode."
orNone,internal/cli/boot.go,530,internal/cli,good,5,4,9,strong,5,,100.0,,,True,,
newBootSetCommand,internal/cli/boot.go,537,internal/cli,good,5,4,9,strong,339,TestBootSetUsesTheClusterRules TestBootSetAndUnsetReportEachNode TestBootSetPersistentNeedsAStaticSuffix TestBootSetHonoursAStaticRule TestBootSetRefusesAMissingBootPath TestBootSetDryRunChecksThePXEHost TestBootSetPreviewListsEveryPath TestBootSetRefusesOverAPersistentLink,91.2,7,8,False,,
resultText,internal/cli/boot.go,612,internal/cli,good,5,2,7,weak,9,,100.0,,,True,,
newBootUnsetCommand,internal/cli/boot.go,619,internal/cli,good,5,3,8,adequate,339,TestBootUnsetRemovesThePersistentLink TestBootSetAndUnsetReportEachNode TestBootUnsetResolvesBeforeTheGate,81.5,5,8,False,,"TestBootUnsetResolvesBeforeTheGate adds '10.0.2.2/24' to the inventory, which the loader rejects before RunE runs. Lines 646-648 are uncovered, so moving nodeAddresses after Confirm would still pass."
newBootListCommand,internal/cli/boot.go,672,internal/cli,good,5,1,6,incidental,339,,5.6,0,6,False,,"The RunE never runs in any test (5.6%). The find expression, the default path and the output shape are all unverified."
newBootSyncCommand,internal/cli/boot.go,707,internal/cli,good,5,3,8,adequate,339,TestBootSyncGoesThroughTheGate TestInfrastructureOutputIsEscaped,73.7,5,8,False,,
newBootLogCommand,internal/cli/boot.go,757,internal/cli,good,5,3,8,adequate,339,TestBootLogBoundsTheLines TestInfrastructureOutputIsEscaped,80.0,4,8,False,,
newBootShellCommand,internal/cli/boot.go,796,internal/cli,good,5,1,6,incidental,339,,33.3,,,True,,
newBootGrubCommand,internal/cli/boot.go,805,internal/cli,bug,2,3,5,adequate,339,TestBootGrubSetSaysItPersistsAndCanBeUnset TestBootGrubShowsTheHexadecimalName,70.0,4,8,False,upheld,"Verified: `boot grub show EXE0001` and `boot grub show exe0001.hpc.example.org` fail with 'no address is known', yet `boot grub set` accepts both. `show exe[1-2]` says 'no address is known' instead of 'name one', and `show exe1` prints 'exe1' instead of exe0001."
grubLink,internal/cli/boot.go,905,internal/cli,bug,2,3,5,adequate,1,TestBootGrubSetSaysItPersistsAndCanBeUnset,68.4,4,8,False,upheld,"Verified: with CLUSTERCTL_NODES=exe0001, `boot grub unset """" -y` removed /srv/tftp/grub/grub.cfg-0A000201. `grub set """" TARGET -y` would link exe0001 persistently. `node groups """"` refuses with 'no node was named', because it uses oneNode."
singleNode,internal/cli/boot.go,933,internal/cli,nit,4,3,7,adequate,3,,100.0,,,True,,"The parse error is dropped. In sync (line 735) target.Host comes from the role config. If it failed to parse, the error would be the misleading 'no hosts were selected' instead of the real cause. No doc comment."
addressToHex,internal/cli/boot.go,941,internal/cli,good,5,3,8,adequate,2,TestBootGrubShowsTheHexadecimalName,71.4,2,4,False,,
newConfigCommand,internal/cli/config.go,24,internal/cli,good,5,3,8,adequate,339,,100.0,,,True,,
newConfigInitCommand,internal/cli/config.go,42,internal/cli,good,5,4,9,strong,339,TestConfigInitWritesAConfigurationThatResolves TestConfigInitDryRunWritesNothing TestConfigInitRejectsWhatCannotBeWritten TestConfigInitRefusesADirectoryThatIsNotEmpty TestConfigInitSaysHowToReadAnotherDirectory TestConfigInitFailsWithUsageLocally,90.6,6,8,False,,
initDir,internal/cli/config.go,116,internal/cli,good,5,3,8,adequate,17,TestConfigInitDefaultsToTheUserConfigDirectory TestConfigInitWritesWhereConfigPoints TestConfigInitWritesWhereTheEnvironmentPoints TestConfigInitRefusesSeveralPlaces TestConfigInitRefusesToShadowTheSearchPath,86.4,4,8,False,,
nonBlank,internal/cli/config.go,169,internal/cli,good,5,2,7,weak,5,,100.0,1,1,False,,
refuseNonEmpty,internal/cli/config.go,186,internal/cli,nit,4,4,8,strong,16,TestConfigInitRefusesADirectoryThatIsNotEmpty TestConfigInitRefusesADirectoryOthersCanWrite TestConfigInitRefusesAnotherUsersDirectory,94.7,6,8,False,,"The call site `refuseNonEmpty(dir)` hides that this is also config init's only ownership and permission check (CheckTrusted, refuseUntrustedParent). A reader of RunE would think the trust check is missing."
refuseUntrustedParent,internal/cli/config.go,221,internal/cli,good,5,4,9,strong,12,TestConfigInitRefusesADirectoryOthersCanWrite,88.9,3,5,False,,
writeScaffold,internal/cli/config.go,240,internal/cli,good,5,3,8,adequate,11,,69.2,3,5,False,,
initNextSteps,internal/cli/config.go,266,internal/cli,good,5,4,9,strong,11,TestConfigInitSaysHowToReadAnotherDirectory,100.0,1,1,False,,
searched,internal/cli/config.go,280,internal/cli,nit,4,4,8,strong,11,,90.0,5,6,False,,"The TrimSpace-and-skip-blank loop repeats nonBlank (L169-177), which initDir uses on the same r.configFiles."
newConfigViewCommand,internal/cli/config.go,297,internal/cli,good,5,2,7,weak,339,TestConfigViewPrintsTheMergedConfiguration,100.0,5,8,False,,
newConfigValidateCommand,internal/cli/config.go,342,internal/cli,good,5,4,9,strong,339,TestConfigValidateAcceptsTheExample TestConfigInitWritesAConfigurationThatResolves,100.0,5,6,False,,
newConfigContextsCommand,internal/cli/config.go,381,internal/cli,good,5,2,7,weak,339,TestConfigContextsMarksTheCurrentOne,90.9,2,4,False,,
newConfigUseContextCommand,internal/cli/config.go,402,internal/cli,good,5,3,8,adequate,339,TestConfigUseContextExplainsWhatToChange TestConfigUseContextQuotesTheName,66.7,3,6,False,,
newConfigExplainCommand,internal/cli/config.go,438,internal/cli,good,5,4,9,strong,339,TestConfigExplainNamesTheLayerAndLine TestConfigExplainCoversFlagsAndContexts TestDottedKeysStayOneKey,90.0,4,5,False,,
explainTable,internal/cli/config.go,469,internal/cli,nit,4,3,7,adequate,8,TestConfigExplainNamesTheLayerAndLine TestConfigExplainCoversFlagsAndContexts,100.0,1,2,False,,The file:line:col 'where' formatting duplicates newConfigViewCommand L328-331. A change to one (such as escaping the file name) would not reach the other.
newConfigSchemaCommand,internal/cli/config.go,484,internal/cli,bug,2,2,4,weak,339,TestConfigSchemaIsUsableByAnEditor,56.2,2,6,False,upheld,"The help says 'Without an argument every kind is printed as one object keyed by kind', but the output is '// Config\n{...}\n// Site\n{...}'. That is not valid JSON: `clusterctl config schema | jq .Site` fails, and Python json.load errors at char 0 (verified)."
nearestPaths,internal/cli/config.go,519,internal/cli,nit,4,1,5,incidental,1,,50.0,0,3,False,,"Callers get a sentence (L527, L533), not paths. 'Nearest' promises similarity, but only prefix relations match (L522), so a misspelled leaf falls through to the generic hint."
newCopyCommand,internal/cli/copy.go,28,internal/cli,nit,4,2,6,weak,339,TestCopyDownloadsEachNodeIntoItsOwnDirectory TestCopyRunsNodesInParallel TestCopyGivesUpOnAStalledTransfer TestCopyRefusesShellSyntaxInRemotePaths TestCopyRequiresADirectoryWhenDownloadingFromMany,81.8,3,8,False,,"When --user and --root are both given, --root silently wins. The override loop is a copy of exec.go L105-111."
copyRunner.Run,internal/cli/copy.go,187,internal/cli,good,5,4,9,strong,3,TestCopyGivesUpOnAStalledTransfer,88.9,2,3,False,,
checkRemotePath,internal/cli/copy.go,205,internal/cli,good,5,4,9,strong,5,TestCopyRefusesShellSyntaxInRemotePaths,100.0,2,2,False,,
newDHCPCommand,internal/cli/dhcp.go,22,internal/cli,good,5,3,8,adequate,339,,100.0,,,True,,
dhcpConfig,internal/cli/dhcp.go,43,internal/cli,good,5,4,9,strong,27,TestDHCPReadFailureKeepsTheMessage TestDHCPHostsRefusesAHostInsideAHost TestDHCPHostsFollowsInclude TestDHCPCacheIsKeptPerTarget,86.7,5,6,False,,
newDHCPHostsCommand,internal/cli/dhcp.go,68,internal/cli,good,5,3,8,adequate,339,TestDHCPHostsUsesTheParsedConfiguration TestDHCPHostsMarksACommentMatch TestDHCPHostsFollowsInclude TestDHCPHostsRefusesAHostInsideAHost,82.8,4,8,False,,
newDHCPConfigCommand,internal/cli/dhcp.go,135,internal/cli,good,5,1,6,incidental,339,,8.3,0,6,False,,
newDHCPLeasesCommand,internal/cli/dhcp.go,162,internal/cli,bug,2,3,5,adequate,339,TestDHCPLogQuotesTheLogPath TestDHCPLogAndCaptureRejectUnboundedArguments TestDHCPLogEscapesControlCharacters,81.8,6,8,False,upheld,"`grep … -- PATH | tail -n N` returns tail's status (verified exit=0 on a missing file), and grep's stderr is dropped. A default /var/log/syslog that doesn't exist (journald-only Debian 12, or RHEL) prints a blank line, which looks like no DHCP traffic."
newDHCPShellCommand,internal/cli/dhcp.go,205,internal/cli,good,5,1,6,incidental,339,,33.3,,,True,,
newDHCPCaptureCommand,internal/cli/dhcp.go,214,internal/cli,bug,2,2,4,weak,339,TestDHCPLogAndCaptureRejectUnboundedArguments,24.1,2,8,False,upheld,"Nothing caps --seconds, and time.Duration(seconds)*time.Second overflows. --seconds 10000000000 gives a negative Timeout, so RemoteCommand drops the `timeout` wrapper and root tcpdump runs with no limit (verified with --dry-run). That is the case the L227-228 comment says the check prevents."
roleShell,internal/cli/dhcp.go,275,internal/cli,bug,2,0,2,none,0,,0.0,,,False,upheld,"Words before -- are silently dropped: `clusterctl dhcp shell uptime` opens an interactive login instead of running uptime (verified with --dry-run). login.go fixed exactly this ('A second word used to be dropped'), and this function also serves boot shell and cinc shell."
newDNSCommand,internal/cli/dns.go,27,internal/cli,good,5,3,8,adequate,339,,100.0,,,True,,
newDNSClient,internal/cli/dns.go,60,internal/cli,nit,4,2,6,weak,4,,50.0,2,5,False,,"When resolvConfServers fails (file missing or permission denied), its error is dropped, and the message claims /etc/resolv.conf 'lists none'. That points the user at the wrong cause."
dnsServerAddress,internal/cli/dns.go,80,internal/cli,good,5,4,9,strong,4,TestDNSServerTakesAnIPv6Address,100.0,5,5,False,,
resolvConfServers,internal/cli/dns.go,95,internal/cli,good,5,0,5,none,0,,0.0,,,False,,"Never executed. The default resolver path of both dns commands has no test, even though resolvConf is a package variable meant to be overridden."
dnsClient.lookupHost,internal/cli/dns.go,117,internal/cli,nit,4,3,7,adequate,4,TestDNSLookupShowsTheChainOfAliases,90.9,4,8,False,,"A non-NXDOMAIN failure of one type drops the chain and the addresses the other type already returned. For example, a server that times out or SERVFAILs on AAAA hides working A records behind 'no answer'."
dnsClient.lookupAddr,internal/cli/dns.go,154,internal/cli,good,5,2,7,weak,1,TestDNSAliasesAskTheServerAndNotTheHostsFile,78.6,2,6,False,,
followCNAMEs,internal/cli/dns.go,179,internal/cli,good,5,4,9,strong,3,TestDNSLookupShowsTheChainOfAliases,100.0,2,4,False,,
absolute,internal/cli/dns.go,198,internal/cli,nit,4,3,7,adequate,4,,100.0,1,1,False,,"The helper is undocumented and has a generic name in a large package. The identically named absolute in internal/app works on file paths, which invites misuse from other cli files."
sameName,internal/cli/dns.go,205,internal/cli,good,5,2,7,weak,3,,100.0,,,True,,
reverseName,internal/cli/dns.go,208,internal/cli,good,5,4,9,strong,2,TestReverseNames,92.9,3,4,False,,
dnsClient.query,internal/cli/dns.go,230,internal/cli,good,5,2,7,weak,4,,79.2,3,8,False,,
dnsClient.exchange,internal/cli/dns.go,274,internal/cli,nit,4,2,6,weak,4,,52.8,4,8,False,,"The network string selects between two disjoint implementations, and id and question are passed alongside the packed bytes they came from. The TCP half also lacks the friendly timeout message the UDP half gives."
checkAnswer,internal/cli/dns.go,329,internal/cli,good,5,2,7,weak,3,,66.7,4,6,False,,
newDNSLookupCommand,internal/cli/dns.go,350,internal/cli,nit,4,4,8,strong,339,TestDNSLookupShowsTheChainOfAliases TestDNSLookupBMCTakesTheInventoryAddress TestDNSServerTakesAnIPv6Address,88.1,6,8,False,,"In -o json, failed names are absent and there is no node field. A consumer cannot map a node to its host or see why one failed, and two nodes sharing a bmcAddress collapse into one entry."
newDNSAliasesCommand,internal/cli/dns.go,438,internal/cli,bug,2,3,5,adequate,339,TestDNSAliasesAskTheServerAndNotTheHostsFile,80.5,4,8,False,upheld,"If the PTR query fails (SERVFAIL, timeout), -o json shows ""hosts"": [], the same as having no PTR, and the command exits 0. Verified with a fake server answering PTR with SERVFAIL. A script watching pool membership silently sees an empty pool."
